player_0_name,player_1_name,player_0_team,player_1_team,player_0_selected,player_1_selected,player_0_first,player_1_first,winner_name
ゆ,ちゃこすけ,"['チオンジェン', 'パオジアン', 'ムゲンダイナ', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ']","['サーフゴー', 'エルフーン', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'ドーブル']","['ハバタクカミ', 'ハッサム', 'ランドロス(れいじゅう)']","['ハバタクカミ', 'エルフーン', 'ドーブル']",ハッサム,ハバタクカミ,ちゃこすけ
すずめ,maru,"['グライオン', 'クレベース', 'アローラベトベトン', 'ムゲンダイナ', 'ラッキー', 'ヘイラッシャ']","['ガブリアス', 'カイリュー', 'ハッサム', 'ガラルマタドガス', 'テラパゴス(テラスタル)', 'ラウドボーン']","['ムゲンダイナ', 'ラッキー', 'ヘイラッシャ']","['カイリュー', 'ガブリアス', 'ラウドボーン']",ラッキー,ガブリアス,すずめ
あまとぅー。,ユウナギ,"['アシレーヌ', 'ヒスイハリーセン', 'カイリュー', 'ルナアーラ', 'ハバタクカミ', 'ガブリアス']","['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['ガブリアス', 'ヒスイハリーセン', 'アシレーヌ']","['ミミッキュ', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)']",ヒスイハリーセン,ウーラオス(れんげき),ユウナギ
いくまろ,じごくもん,"['ゴリランダー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン']","['カイオーガ', 'パオジアン', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'ハバタクカミ']","['カイリュー', 'パオジアン', 'キョジオーン']","['ハバタクカミ', 'カイオーガ']",カイリュー,ハバタクカミ,じごくもん
アスノヨゾラ,ヒサ,"['グライオン', 'アローラベトベトン', 'ラッキー', 'ホウオウ', 'ヘイラッシャ', 'アーマーガア']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ブリジュラス', 'オーロンゲ']","['グライオン', 'アローラベトベトン', 'アーマーガア']","['オーガポン(かまど)', 'ブリジュラス']",グライオン,ブリジュラス,ヒサ
atコ,sh,"['タケルライコ', 'バドレックス(はくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ドオー', 'イーユイ']","['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['ミミッキュ', 'ウーラオス(れんげき)', 'ドオー']","['カイリュー', 'オーロンゲ', 'ヘイラッシャ']",ミミッキュ,カイリュー,sh
PriDe/oll,るい,"['ディンルー', 'カイリュー', 'ミミッキュ', 'ガラルマタドガス', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー', 'ママンボウ', 'ブリジュラス']","['ハバタクカミ', 'ミミッキュ', 'ガラルマタドガス']","['ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ブリジュラス']",ミミッキュ,ブリジュラス,PriDe/oll
バンブー,ちゃこすけ,"['キラフロル', 'チオンジェン', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['サーフゴー', 'エルフーン', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'ドーブル']","['キラフロル', 'バドレックス(こくば)', 'チオンジェン']","['アーマーガア', 'サーフゴー', 'ドーブル']",バドレックス(こくば),サーフゴー,バンブー
すんみ,カミホ,"['アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ザシアン(けんのおう)']","['ランドロス(れいじゅう)', 'ヒートロトム', 'ウーラオス(れんげき)', 'ハッサム', 'ミライドン', 'テツノカイナ']","['カイリュー', 'ウーラオス(いちげき)', 'アシレーヌ']","['ヒートロトム', 'ランドロス(れいじゅう)', 'テツノカイナ']",ウーラオス(いちげき),ヒートロトム,カミホ
つゆだく,ユウナギ,"['ディンルー', 'オーガポン(かまど)', 'ウーラオス(れんげき)', 'カイリュー', 'ルナアーラ', 'ガラルマタドガス']","['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['カイリュー', 'オーガポン(かまど)', 'ウーラオス(れんげき)']","['ランドロス(れいじゅう)', 'ミミッキュ', 'ウーラオス(れんげき)']",カイリュー,ミミッキュ,ユウナギ
ぬすし,あやかな,"['キラフロル', 'ディンルー', 'パオジアン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['ガチグマ(アカツキ)', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ', 'イーユイ', 'ネクロズマ(たそがれ)']","['ハバタクカミ', 'パオジアン', 'ディンルー']","['ガチグマ(アカツキ)', 'イーユイ', 'カイリュー']",パオジアン,ガチグマ(アカツキ),あやかな
ローライト,PriDe/oll,"['ディンルー', 'パオジアン', 'カイリュー', 'ルナアーラ', 'ハバタクカミ', 'ドヒドイデ']","['ディンルー', 'カイリュー', 'ミミッキュ', 'ガラルマタドガス', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['カイリュー', 'ディンルー', 'ドヒドイデ']","['カイリュー', 'ミミッキュ', 'ディンルー']",カイリュー,カイリュー,ローライト
ながいみのる,Sui,"['ディンルー', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'トドロクツキ']","['パオジアン', 'バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ']","['カイリュー', 'ディンルー', 'トドロクツキ']","['カイリュー', 'パオジアン', 'バドレックス(こくば)']",ディンルー,パオジアン,Sui
ノブ,じごくもん,"['ドータクン', 'ホウオウ', 'ルガルガン(たそがれ)', 'テツノブジン', 'フライゴン', 'ウォッシュロトム']","['カイオーガ', 'パオジアン', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'ハバタクカミ']","['ドータクン', 'ホウオウ', 'ウォッシュロトム']","['ハバタクカミ', 'カイオーガ', 'ウーラオス(れんげき)']",ウォッシュロトム,カイオーガ,じごくもん
アキ,コバルト,"['ゴリランダー', 'カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'モルペコ(まんぷく)', 'ブリジュラス']","['バドレックス(こくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ヘイラッシャ', 'パーモット', 'バンギラス']","['カイオーガ', 'ブリジュラス']","['ミミッキュ', 'パーモット', 'ウーラオス(れんげき)']",カイオーガ,パーモット,アキ
しょー,あらたま,"['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ディンルー', 'ピクシー', 'パオジアン', 'ルギア', 'ヘイラッシャ', 'ハピナス']",['ザシアン(けんのおう)'],"['ディンルー', 'ルギア', 'ピクシー']",ザシアン(けんのおう),ルギア,しょー
よざくら,ゆんた。,"['グライオン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ガオガエン', 'アーマーガア']","['ゴリランダー', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'パオジアン', 'ランドロス(れいじゅう)']","['バドレックス(こくば)', 'ガオガエン', 'ウーラオス(れんげき)']","['バドレックス(こくば)', 'ディンルー']",ガオガエン,ディンルー,よざくら
ピロスケ,Violet,"['コライドン', 'イーユイ', 'ヘイラッシャ', 'エーフィ', 'ドオー', 'ハバタクカミ']","['キラフロル', 'ディンルー', 'チオンジェン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']",['コライドン'],"['キラフロル', 'チオンジェン', 'カイリュー']",コライドン,キラフロル,ピロスケ
あらたま,sh,"['ディンルー', 'ピクシー', 'パオジアン', 'ルギア', 'ヘイラッシャ', 'ハピナス']","['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['ルギア', 'ピクシー', 'ハピナス']","['カイリュー', 'ミライドン', 'オーロンゲ']",ピクシー,カイリュー,sh
わたあめ,カミホ,"['バドレックス(はくば)', 'ウーラオス(れんげき)', 'エルフーン', 'ドオー', 'イーユイ', 'ガチグマ']","['ランドロス(れいじゅう)', 'ヒートロトム', 'ウーラオス(れんげき)', 'ハッサム', 'ミライドン', 'テツノカイナ']","['ガチグマ', 'エルフーン', 'ドオー']","['ハッサム', 'ウーラオス(れんげき)', 'テツノカイナ']",エルフーン,ハッサム,カミホ
ひあ,こうちゃん,"['オオニューラ', 'パオジアン', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ', 'ミライドン']","['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ハッサム', 'オオニューラ']","['カイリュー', 'ハバタクカミ', 'イーユイ']",オオニューラ,カイリュー,ひあ
atコ,AQ,"['タケルライコ', 'バドレックス(はくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ドオー', 'イーユイ']","['ゴリランダー', 'パオジアン', 'カイオーガ', 'ウーラオス(れんげき)', 'テツノワダチ', 'ハバタクカミ']","['イーユイ', 'バドレックス(はくば)', 'ウーラオス(れんげき)']","['ハバタクカミ', 'パオジアン', 'テツノワダチ']",バドレックス(はくば),テツノワダチ,AQ
かな,NONO,"['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ドリュウズ', 'ハバタクカミ', 'バンギラス']","['ラティアス', 'ウーラオス(いちげき)', 'ハッサム', 'ミミッキュ', 'マシマシラ', 'テラパゴス(テラスタル)']","['ドリュウズ', 'コライドン', 'バンギラス']","['テラパゴス(テラスタル)', 'ハッサム', 'マシマシラ']",バンギラス,マシマシラ,かな
あいくま,ななみ,"['オーガポン(かまど)', 'バドレックス(こくば)', 'ラグラージ', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['ザマゼンタ(たてのおう)', 'ラティオス', 'ランドロス(けしん)', 'サーフゴー', 'マスカーニャ', 'エンテイ']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)']","['ザマゼンタ(たてのおう)', 'ラティオス', 'サーフゴー']",ランドロス(れいじゅう),ザマゼンタ(たてのおう),あいくま
AKVきのこ,スカーレット,"['ディンルー', 'カビゴン', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー']","['クレベース', 'アローラベトベトン', 'ホウオウ', 'ガラルマタドガス', 'ヘイラッシャ', 'ドオー']","['カイリュー', 'ウーラオス(れんげき)', 'カビゴン']","['アローラベトベトン', 'ドオー', 'ヘイラッシャ']",カビゴン,ヘイラッシャ,AKVきのこ
カゼヲイタミ,マブシ,"['ポリゴン2', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ヒードラン', 'ドヒドイデ']","['ディンルー', 'カイオーガ', 'パオジアン', 'キョジオーン', 'ドオー', 'ドヒドイデ']","['ランドロス(れいじゅう)', 'ウーラオス(れんげき)']","['パオジアン', 'ディンルー', 'キョジオーン']",ウーラオス(れんげき),キョジオーン,カゼヲイタミ
スコール,ショウガ,"['ゲッコウガ', 'カイオーガ', 'テツノツツミ', 'ラプラス', 'ヘイラッシャ', 'ドヒドイデ']","['ディンルー', 'パオジアン', 'ムゲンダイナ', 'イッカネズミ', 'ハバタクカミ', 'ポットデス']","['ゲッコウガ', 'ドヒドイデ', 'ラプラス']","['パオジアン', 'ポットデス', 'ムゲンダイナ']",ゲッコウガ,ムゲンダイナ,スコール
スカーレット,maru,"['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)']","['ガブリアス', 'カイリュー', 'ハッサム', 'ガラルマタドガス', 'テラパゴス(テラスタル)', 'ラウドボーン']","['カイリュー', 'キョジオーン', 'イーユイ']","['ガラルマタドガス', 'ハッサム', 'ラウドボーン']",キョジオーン,ラウドボーン,スカーレット
ライラ,カイン,"['キラフロル', 'ディンルー', 'オーガポン(かまど)', 'パオジアン', 'ミミッキュ', 'テラパゴス(テラスタル)']","['カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'キョジオーン', 'ブリジュラス', 'ハバタクカミ']","['オーガポン(かまど)', 'テラパゴス(テラスタル)', 'パオジアン']","['ランドロス(れいじゅう)', 'ブリジュラス']",テラパゴス(テラスタル),ランドロス(れいじゅう),カイン
やすひら,husky,"['ランドロス(れいじゅう)', 'コライドン', 'テツノツツミ', 'ブリジュラス', 'ハバタクカミ', 'オーロンゲ']","['ディンルー', 'オオニューラ', 'ウーラオス(れんげき)', 'ヒードラン', 'ルナアーラ', 'ハバタクカミ']","['ハバタクカミ', 'オーロンゲ', 'テツノツツミ']","['ディンルー', 'ウーラオス(れんげき)', 'オオニューラ']",テツノツツミ,オオニューラ,husky
SV,するめひめ,"['バドレックス(はくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ブリジュラス', 'ハバタクカミ', 'ガチグマ']","['グライオン', 'ゴリランダー', 'ディンルー', 'パオジアン', 'ムゲンダイナ', 'ヘイラッシャ']","['バドレックス(はくば)', 'ウーラオス(れんげき)']","['グライオン', 'パオジアン', 'ムゲンダイナ']",ウーラオス(れんげき),グライオン,SV
株式投資の王,しゅばばばば,"['ラティアス', 'キノガッサ', 'ガチグマ(アカツキ)', 'バドレックス(はくば)', 'ウーラオス(れんげき)', 'ハバタクカミ']","['アローラキュウコン', 'ガチグマ(アカツキ)', 'ホウオウ', 'ウーラオス(れんげき)', 'ドラパルト', 'ハバタクカミ']","['ラティアス', 'ウーラオス(れんげき)', 'キノガッサ']","['ガチグマ(アカツキ)', 'ホウオウ', 'アローラキュウコン']",ラティアス,アローラキュウコン,しゅばばばば
maru,あまとぅー。,"['ガブリアス', 'カイリュー', 'ハッサム', 'ガラルマタドガス', 'テラパゴス(テラスタル)', 'ラウドボーン']","['アシレーヌ', 'ヒスイハリーセン', 'カイリュー', 'ルナアーラ', 'ハバタクカミ', 'ガブリアス']","['ハッサム', 'テラパゴス(テラスタル)', 'テラパゴス(ステラ)', 'ガラルマタドガス']","['ハバタクカミ', 'ルナアーラ', 'アシレーヌ']",テラパゴス(テラスタル),アシレーヌ,maru
ビッパ,AKVきのこ,"['パオジアン', 'ウーラオス(れんげき)', 'テツノワダチ', 'ハッサム', 'ミライドン', 'テツノカイナ']","['ディンルー', 'カビゴン', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー']","['テツノカイナ', 'テツノワダチ']","['ディンルー', 'ウーラオス(れんげき)', 'カビゴン']",テツノワダチ,ディンルー,ビッパ
するめひめ,ピロスケ,"['グライオン', 'ゴリランダー', 'ディンルー', 'パオジアン', 'ムゲンダイナ', 'ヘイラッシャ']","['コライドン', 'イーユイ', 'ヘイラッシャ', 'エーフィ', 'ドオー', 'ハバタクカミ']","['パオジアン', 'ディンルー', 'ヘイラッシャ']","['イーユイ', 'ヘイラッシャ']",パオジアン,イーユイ,ピロスケ
スカーレット,daa,"['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)']","['ウガツホムラ', 'イダイナキバ', 'ハッサム', 'ミミッキュ', 'ハバタクカミ', 'テラパゴス(テラスタル)']",['ザシアン(けんのおう)'],"['ウガツホムラ', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'テラパゴス(ステラ)']",ザシアン(けんのおう),テラパゴス(テラスタル),スカーレット
daa,husky,"['ウガツホムラ', 'イダイナキバ', 'ハッサム', 'ミミッキュ', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['ディンルー', 'オオニューラ', 'ウーラオス(れんげき)', 'ヒードラン', 'ルナアーラ', 'ハバタクカミ']","['ハッサム', 'テラパゴス(テラスタル)', 'ミミッキュ', 'テラパゴス(ステラ)']","['ウーラオス(れんげき)', 'ヒードラン']",テラパゴス(テラスタル),ウーラオス(れんげき),husky
ピロスケ,スカーレット,"['コライドン', 'イーユイ', 'ヘイラッシャ', 'エーフィ', 'ドオー', 'ハバタクカミ']","['ディンルー', 'パオジアン', 'オーガポン(かまど)', 'カイリュー', 'ルナアーラ', 'キョジオーン']","['イーユイ', 'コライドン', 'エーフィ']","['カイリュー', 'パオジアン', 'ディンルー']",エーフィ,カイリュー,ピロスケ
スカーレット,sh,"['パオジアン', 'ラグラージ', 'コライドン', 'キョジオーン', 'ハバタクカミ', 'ガチグマ']","['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['パオジアン', 'キョジオーン', 'コライドン']","['オーロンゲ', 'テツノワダチ', 'ヘイラッシャ']",パオジアン,ヘイラッシャ,スカーレット
ちゃこすけ,PriDe/oll,"['サーフゴー', 'エルフーン', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'ドーブル']","['ディンルー', 'カイリュー', 'ミミッキュ', 'ガラルマタドガス', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'テラパゴス(ステラ)']","['カイリュー', 'テラパゴス(テラスタル)', 'ディンルー', 'テラパゴス(ステラ)']",アーマーガア,テラパゴス(テラスタル),PriDe/oll
カミホ,すいぜい,"['ランドロス(れいじゅう)', 'ヒートロトム', 'ウーラオス(れんげき)', 'ハッサム', 'ミライドン', 'テツノカイナ']","['コライドン', 'イーユイ', 'ヘイラッシャ', 'ハバタクカミ', 'ガチグマ', 'テツノカイナ']","['ハッサム', 'ヒートロトム', 'テツノカイナ']","['ハバタクカミ', 'ガチグマ', 'ヘイラッシャ']",テツノカイナ,ハバタクカミ,カミホ
あやかな,ぬすし,"['ガチグマ(アカツキ)', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ', 'イーユイ', 'ネクロズマ(たそがれ)']","['キラフロル', 'ディンルー', 'パオジアン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['イーユイ', 'ミミッキュ', 'ウーラオス(れんげき)']","['カイリュー', 'ディンルー', 'ハバタクカミ']",イーユイ,ディンルー,あやかな
ユキ,かりょうてん,"['グライオン', 'キラフロル', 'モンメン', 'ホウオウ', 'エルフーン', 'ヘイラッシャ']","['ゴリランダー', 'カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'ガオガエン', 'ハバタクカミ']","['グライオン', 'キラフロル', 'ホウオウ']","['ハバタクカミ', 'カイオーガ', 'ランドロス(れいじゅう)']",ホウオウ,ハバタクカミ,ユキ
Kurumi Wendy,るい,"['オオニューラ', 'ガチグマ(アカツキ)', 'バドレックス(はくば)', 'カイリュー', 'ブリジュラス', 'オーロンゲ']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー', 'ママンボウ', 'ブリジュラス']","['カイリュー', 'バドレックス(はくば)', 'オオニューラ']","['カイリュー', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)']",オオニューラ,ランドロス(れいじゅう),Kurumi Wendy
德・健・财,sh,"['キラフロル', 'カイリュー', 'ママンボウ', 'ミミッキュ', 'テラパゴス(テラスタル)', 'ガチグマ']","['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['カイリュー', 'ガチグマ', 'ミミッキュ']","['オーガポン(かまど)', 'オーロンゲ']",カイリュー,オーロンゲ,sh
maru,バイオレット,"['ガブリアス', 'カイリュー', 'ハッサム', 'ガラルマタドガス', 'テラパゴス(テラスタル)', 'ラウドボーン']","['キラフロル', 'ゴリランダー', 'パオジアン', 'テツノワダチ', 'ミミッキュ', 'テラパゴス(テラスタル)']","['カイリュー', 'ガブリアス', 'ラウドボーン']","['キラフロル', 'ゴリランダー', 'ミミッキュ']",ラウドボーン,ミミッキュ,maru
すんみ,ヴァイオ,"['アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ザシアン(けんのおう)']","['ディンルー', 'パオジアン', 'カイオーガ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ザシアン(けんのおう)', 'パオジアン', 'ウーラオス(いちげき)']","['ハバタクカミ', 'ウーラオス(れんげき)', 'カイリュー']",パオジアン,ウーラオス(れんげき),すんみ
夏の砂時計,スカーレット,"['ガチグマ(アカツキ)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'ヘイラッシャ', 'ハバタクカミ', 'アーマーガア']","['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)']","['ハバタクカミ', 'アーマーガア', 'ヘイラッシャ']","['ザシアン(けんのおう)', 'ガチグマ(アカツキ)', 'イーユイ']",ヘイラッシャ,ザシアン(けんのおう),夏の砂時計
中野二乃(CHS),運だけの春日(CHT),"['カバルドン', 'イーユイ', 'カイリュー', 'マスカーニャ', 'ザシアン(けんのおう)', 'ハバタクカミ']","['パオジアン', 'バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ハバタクカミ', 'カバルドン', 'マスカーニャ']","['ハバタクカミ', 'ラグラージ', 'ウーラオス(れんげき)']",カバルドン,ラグラージ,運だけの春日(CHT)
かりょうてん,カイン,"['ゴリランダー', 'カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'ガオガエン', 'ハバタクカミ']","['カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'キョジオーン', 'ブリジュラス', 'ハバタクカミ']","['ハバタクカミ', 'カイオーガ', 'ゴリランダー']","['ハバタクカミ', 'ランドロス(れいじゅう)', 'ブリジュラス']",ハバタクカミ,ランドロス(れいじゅう),カイン
いくまろ,ゆんた。,"['ゴリランダー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン']","['ゴリランダー', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'パオジアン', 'ランドロス(れいじゅう)']","['バドレックス(こくば)', 'キョジオーン']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ランドロス(れいじゅう)']",キョジオーン,オーガポン(かまど),ゆんた。
バイオレット,マッキー,"['グライオン', 'オーガポン(かまど)', 'バドレックス(こくば)', 'カイリュー', 'ママンボウ', 'ハッサム']","['ガチグマ(アカツキ)', 'パオジアン', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミライドン', 'オーロンゲ']","['グライオン', 'ハッサム', 'バドレックス(こくば)']","['ガチグマ(アカツキ)', 'ランドロス(れいじゅう)', 'オーロンゲ']",ハッサム,オーロンゲ,マッキー
PH,アイギス,"['キラフロル', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー']","['ザマゼンタ(たてのおう)', 'ディンルー', 'カイリュー', 'キョジオーン', 'ハバタクカミ', 'ガチグマ']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ディンルー']","['ガチグマ', 'ディンルー', 'キョジオーン']",オーガポン(かまど),キョジオーン,PH
やすひら,サトシ,"['ランドロス(れいじゅう)', 'コライドン', 'テツノツツミ', 'ブリジュラス', 'ハバタクカミ', 'オーロンゲ']","['ゲッコウガ', 'カビゴン', 'カイリュー', 'ドンファン', 'ルギア', 'ガオガエン']","['ランドロス(れいじゅう)', 'コライドン', 'テツノツツミ']","['カイリュー', 'ゲッコウガ', 'ドンファン']",コライドン,カイリュー,やすひら
スコール,アキ,"['ゲッコウガ', 'カイオーガ', 'テツノツツミ', 'ラプラス', 'ヘイラッシャ', 'ドヒドイデ']","['ゴリランダー', 'カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'モルペコ(まんぷく)', 'ブリジュラス']","['カイオーガ', 'ゲッコウガ', 'ラプラス']","['ゴリランダー', 'ランドロス(れいじゅう)', 'モルペコ(まんぷく)']",ゲッコウガ,ゴリランダー,アキ
まぐね,しょー,"['ランドロス(けしん)', 'アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'カイリュー', 'ザシアン(けんのおう)']","['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['パオジアン', 'ランドロス(けしん)', 'アシレーヌ']","['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'ザシアン(けんのおう)']",パオジアン,オーガポン(かまど),まぐね
ながいみのる,スカーレット,"['ディンルー', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'トドロクツキ']","['ディンルー', 'パオジアン', 'オーガポン(かまど)', 'カイリュー', 'ルナアーラ', 'キョジオーン']","['カイリュー', 'ディンルー', 'ウーラオス(れんげき)']","['カイリュー', 'オーガポン(かまど)', 'キョジオーン']",ウーラオス(れんげき),オーガポン(かまど),スカーレット
ユキ,スカーレット,"['グライオン', 'キラフロル', 'モンメン', 'ホウオウ', 'エルフーン', 'ヘイラッシャ']","['キラフロル', 'ディンルー', 'パオジアン', 'ヘイラッシャ', 'ハバタクカミ', 'ミライドン']","['ヘイラッシャ', 'エルフーン', 'モンメン']","['キラフロル', 'ミライドン', 'ディンルー']",モンメン,ディンルー,スカーレット
カノープス,しょー,"['パオジアン', 'ランドロス(れいじゅう)', 'ヘイラッシャ', 'ドドゲザン', 'ミライドン', 'エンテイ']","['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ドドゲザン', 'ミライドン', 'エンテイ']","['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'キョジオーン']",エンテイ,ガチグマ(アカツキ),カノープス
ユウナギ,中野二乃(CHS),"['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['カバルドン', 'イーユイ', 'カイリュー', 'マスカーニャ', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ミミッキュ', 'ウーラオス(れんげき)', 'キョジオーン']","['イーユイ', 'マスカーニャ', 'カイリュー']",キョジオーン,イーユイ,中野二乃(CHS)
あまとぅー。,あやかな,"['アシレーヌ', 'ヒスイハリーセン', 'カイリュー', 'ルナアーラ', 'ハバタクカミ', 'ガブリアス']","['ガチグマ(アカツキ)', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ', 'イーユイ', 'ネクロズマ(たそがれ)']","['ハバタクカミ', 'アシレーヌ', 'カイリュー']","['イーユイ', 'ウーラオス(れんげき)', 'カイリュー']",ハバタクカミ,ウーラオス(れんげき),あまとぅー。
ノブ,妲己,"['ドータクン', 'ホウオウ', 'ルガルガン(たそがれ)', 'テツノブジン', 'フライゴン', 'ウォッシュロトム']","['ガチグマ(アカツキ)', 'イーユイ', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ドータクン', 'ルガルガン(たそがれ)', 'テツノブジン']","['ハバタクカミ', 'ガチグマ(アカツキ)', 'キョジオーン']",テツノブジン,ハバタクカミ,妲己
